3054	萬國
3055	蔚華科
3056	駿億
3057	喬鼎
3058	立德
3059	華晶科
3060	銘異
3061	璨圓
6128	上福
2501	國建
2504	國產
2505	國揚
2506	太設
2509	全坤
2511	太子
2512	寶建
2514	龍邦
2515	中工
2516	新建
2520	冠德
2521	宏總
2523	德寶
2524	京城
2525	寶祥
2526	大陸
2527	宏璟
2528	皇普
2530	華建
2533	昱成
2534	宏盛
2535	達欣工程
2536	宏普
2537	春池
2538	基泰
2539	櫻建
2540	林三號
2542	興富發
2543	皇昌
2544	昌益光電
2545	皇翔
2546	根基
2547	日勝生
2548	華固
2601	益航
2603	長榮
2604	立榮
2605	新興
2606	裕民
2607	榮運
2608	大榮
2609	陽明
2610	華航
2611	志信
2612	中航
2613	中櫃
2614	遠森科
2615	萬海
2616	山隆
2617	台航
2618	長榮航
2701	萬企
2702	華園
2704	國賓
2705	六福
2706	第一店
2707	晶華
2801	彰銀
2807	竹商銀
2808	北商銀
2809	南企
2811	東企
2812	台中銀
2816	友聯
2820	華票
2822	農銀
2823	中壽
2825	中央保
2827	中聯
2828	萬通
2831	中華銀行
2832	台產
2833	台壽
2834	台企
2836	高雄銀
2837	萬泰銀
2838	聯邦銀
2841	台開
2845	遠東銀
2847	大眾銀
2848	華南保
2849	安泰銀
2850	新產
2851	中再保
2852	第一保
2880	華南金
2881	富邦金
2882	國泰金
2883	開發金
2884	玉山金
2885	復華金
2886	兆豐金
2887	台新金
2888	新光金
2889	國票金
2890	建華金
2891	中信金
2892	第一金控
2854	寶來證
2855	統一證
2856	元富證
2901	欣欣
2902	中信
2903	遠百
2904	匯僑
2905	三商行
2906	高林實業
2908	特力
2910	統領
2911	麗嬰房
2912	統一超商
2913	農林
2915	潤泰全
9101	福雷電子
9102	東亞科
9103	美德醫
9104	萬宇科
9801	力霸
9902	台火
9904	寶成
9905	大華
9906	興達
9907	統一實
9908	大台北
9910	豐泰
9911	櫻花
9912	偉聯
9914	美利達
9915	億豐
9917	中保
9918	欣天然
9919	康那香
9921	巨大
9922	優美
9924	福興
9925	新保
9926	新海
9927	泰銘
9928	中視
9929	秋雨
9930	中聯資
9931	欣高油氣
9933	中鼎
9934	成霖
9935	慶豐富
9936	欣錩
9937	全國
9938	百和
9939	宏全國際
9940	信義
9941	裕融
9942	茂順
9943	好樂迪
9944	新麗
9945	潤泰新
