1101	台泥
1102	亞泥
1103	嘉泥
1104	環泥
1107	建台
1109	信大
1110	東泥
1201	味全
1203	味王
1204	津津
1207	嘉食化
1210	大成
1212	中日
1213	大飲
1215	卜蜂
1216	統一
1217	愛之味
1218	泰山
1219	福壽
1220	台榮
1221	久津
1224	惠勝
1225	福懋油脂
1227	佳格
1228	台芳
1229	聯華
1231	聯華食品
1232	大統益
1233	天仁
1234	黑松
1235	興泰
1236	宏亞
1301	台塑
1303	南亞
1304	台聚
1305	華夏
1306	合發
1307	三芳
1308	亞聚
1309	台達
1310	台苯
1311	福聚
1312	國喬
1313	聯成
1314	中石化
1315	達新
1316	上曜
1319	東陽
1321	大洋
1323	永裕
1324	地球
1325	恆大
1326	台化
1402	遠紡
1407	華隆
1408	中紡
1409	新纖
1410	南染
1413	宏洲
1414	東和
1416	廣豐
1417	嘉裕
1418	東華
1419	新紡
1423	利華
1432	大魯閣
1434	福懋
1435	中福
1436	福益
1437	勤益
1438	裕豐
1439	中和
1440	南紡
1441	大東
1442	名軒
1443	立益
1444	力麗
1445	大宇
1446	宏和
1447	力鵬
1449	佳和
1450	新藝
1451	年興
1452	宏益
1453	大將
1454	台富
1455	集盛
1456	怡華
1457	宜進
1458	嘉畜
1459	聯發
1460	宏遠
1462	東雲
1463	強盛
1464	得力
1465	偉全
1466	聚隆
1467	南緯
1468	昶和
1469	理隆
1470	大統
1471	首利
1472	三洋纖
1473	台南
1474	弘裕
1475	本盟
1476	儒鴻
1477	聚陽
1503	士電
1504	東元
1506	正道
1507	永大
1510	台安
1512	瑞利
1513	中興電工
1514	亞力
1515	力山
1516	川飛
1517	利奇
1519	華城
1520	復盛
1521	大億
1522	堤維西
1523	開億
1524	耿鼎
1525	江申
1526	日馳
1527	鑽全
1528	恩德
1529	樂士
1530	亞崴
1531	高林股
1532	勤美
1533	車王電
1534	新企
1535	中宇
1536	和大
1537	廣隆
1538	正峰工
1539	巨庭
1540	喬福
1541	錩泰
1601	台光
1602	太電
1603	華電
1604	聲寶
1605	華新
1606	歌林
1608	華榮
1609	大亞
1611	中電
1612	宏泰
1613	台一
1614	三洋
1615	大山
1616	億泰
1617	榮星
1618	合機
1701	中化
1702	南僑
1704	榮化
1707	葡萄王
1708	東鹼
1709	和益
1710	東聯
1711	永光
1712	興農
1713	國化
1714	和桐
1715	亞化
1716	永信
1717	長興
1718	中纖
1720	生達
1721	三晃
1722	台肥
1723	中鋼碳素
1724	台硝
1725	元禎
1726	永記
1727	中華化
1729	必翔
1730	花仙子
1731	美吾華
1732	毛寶
1733	五鼎
1734	杏輝
1735	日勝化
1736	喬山
1802	台玻
1805	凱聚
1806	信益
1807	羅馬
1808	國賓瓷
1809	中釉
1810	和成
1902	台紙
1903	士紙
1904	正隆
1905	華紙
1906	寶隆
1907	永豐餘
1909	榮成
2002	中鋼
2006	東鋼
2007	燁興
2008	高興昌
2009	第一銅
2010	春源
2012	春雨
2013	中鋼構
2014	燁隆
2015	豐興
2017	嘉益
2020	美亞
2022	聚亨
2023	燁輝
2024	志聯
2025	千興
2027	大成鋼
2028	威致
2029	盛餘
2030	彰源
2031	新光鋼
2032	新鋼
2033	佳大
2034	允強
2101	南港
2102	泰豐
2103	台橡
2104	中橡
2105	正新
2106	建大
2107	厚生
2108	南帝
2109	華豐
2201	裕隆
2204	中華
2206	三陽
2207	和泰
2301	光寶科
2302	麗正
2303	聯電
2305	全友
2308	台達電子
2310	旭麗
2311	日月光
2312	金寶
2313	華通
2314	台揚
2315	神達
2316	楠梓電子
2317	鴻海
2318	佳錄
2319	大眾
2321	東訊
2322	致福
2323	中環
2324	仁寶
2325	矽品
2326	亞瑟
2327	國巨
2328	廣宇
2329	華泰
2330	台積電
2331	精英
2332	友訊
2333	碧悠
2335	清三
2336	致伸
2337	旺宏
2338	光罩
2339	合泰
2340	光磊
2341	英群
2342	茂矽
2343	精業
2344	華邦電子
2345	智邦
2347	聯強
2348	力捷
2349	錸德
2350	環電
2351	順德
2352	明基
2353	宏碁
2354	華升
2355	敬鵬
2356	英業達
2357	華碩
2358	美格
2359	所羅門
2360	致茂
2361	鴻友
2362	藍天
2363	矽統
2364	倫飛
2365	昆盈
2366	亞旭
2367	燿華
2368	金像電子
2369	菱生
2370	匯僑工業
2371	大同
2373	震旦行
2374	佳能
2375	智寶
2376	技嘉
2377	微星
2378	鴻運電子
2379	瑞昱
2380	虹光
2381	華宇
2382	廣達
2383	台光電子
2384	勝華
2385	群光
2386	國電
2387	精元
2388	威盛
2389	世昕
2390	云辰
2391	合勤
2392	正崴
2393	億光
2394	普立爾
2395	研華
2396	精碟
2397	友通資訊
2398	博達
2399	映泰
2401	凌陽
2402	毅嘉
2403	友尚
2404	漢唐
2405	浩鑫
2406	國碩
2407	陞技
2408	南科
2409	友達
2410	普大
2411	飛瑞
2412	中華電
2413	環科
2414	精技
2415	錩新
2416	世平
2417	圓剛
2418	雅新
2419	仲琦
2420	新巨
2421	建準
2422	國聯
2423	固緯
2424	隴華
2425	承啟
2426	鼎元
2427	三商電
2428	興勤
2429	永兆
2430	燦坤
2431	聯昌
2432	倚天
2433	互盛電
2434	統懋
2435	台路
2436	偉詮電
2437	旺詮
2438	英誌
2439	美律
2440	太空梭
2441	超豐
2442	美齊
2443	利碟
2444	友旺
2445	南方
2446	全懋
2447	鼎新
2448	晶電
2449	京元電
2450	神腦
2451	創見
2452	乾坤
2453	凌群
2454	聯發科
2455	全新
2456	奇力新
2457	飛宏
2458	義隆
2459	敦吉
2460	建通
2461	光群雷
2462	良得電
2463	研揚
2464	盟立
2465	麗臺
2466	冠西電
2467	志聖
2468	華經
2469	力信
2470	品佳
2471	資通
2472	立隆電
2473	思源
2474	可成
2475	華映
2476	鉅祥
2477	美隆電
2478	大毅
2479	和立
2480	敦陽科
2481	強茂
2482	連宇
2483	百容
2484	希華
2485	兆赫
2486	一詮
2487	友立資
2488	漢平
2489	瑞軒
2490	皇統
2491	訊碟
2492	華新科
2493	揚博
2494	突破
2495	普安
2496	卓越
2497	怡利電
2498	宏達電
2499	東貝
3001	協和
3002	歐格
3003	健和興
3004	宏達科
3005	神基
3006	晶豪科
3007	綠點
3008	大立光電
3009	奇美電
3010	華立
3011	今皓
3012	廣輝
3013	晟銘電
3014	聯陽
3015	全漢
3016	嘉晶
3017	奇鋐
3018	同開
3019	亞光
3020	奇普仕
3021	衛道
3022	威達電
3023	信邦
3024	憶聲
3025	星通
3026	禾伸堂
3027	盛達
3028	增你強
3029	零壹
3030	德律
3031	佰鴻
3032	偉訓
3033	威健
3034	聯詠
3035	智原
3036	文曄
3037	欣興
3038	全台
3039	宏傳
3040	遠見
3041	揚智
3042	晶技
3043	科風
3044	健鼎
3045	台灣大
3046	建碁
3047	訊舟
3048	益登
3049	和鑫
3050	鈺德
3051	力特
3052	夆典
3053	鼎營
